"id_nf","produto_id","pedido_id","quantidade","valor_unitario","valor_total","estado","frete"
"1784","41518","137353","5","260","1300","BR-AM","260"
"1785","67445","138390","5","320","1600","BR-SE","320"
"1786","71946","138456","3","290","870","BR-RJ","174"
"1787","37384","139375","3","700","2100","BR-RN","420"
"1788","61356","139490","6","390","2340","BR-AL","468"
"1789","100481","458","2","410","820","BR-SP","164"
"1790","56380","505","5","179","895","BR-GO","179"
"1791","12812","1289","4","320","1280","BR-SP","256"
"1792","97039","2347","6","320","1920","BR-AL","384"
"1793","27546","3312","2","336","672","BR-RS","134"
"1794","85154","3364","4","420","1680","BR-SE","336"
"1795","58245","3494","5","120","600","BR-MA","120"
"1796","57696","4580","2","410","820","BR-MT","164"
"1797","72667","5761","1","139","139","BR-MS","28"
"1798","70673","6813","5","210","1050","BR-RJ","210"
"1799","71946","7280","5","290","1450","BR-MG","290"
"1800","38723","9702","1","80","80","BR-AM","16"
"1801","18128","9814","6","795","4770","BR-MG","954"
"1802","49026","9983","4","240","960","BR-PB","192"
"1803","27659","12934","5","140","700","BR-RN","140"
"1804","17329","13480","5","590","2950","BR-AP","590"
"1805","41518","13751","6","260","1560","BR-RJ","312"
"1806","57708","14099","1","990","990","BR-ES","198"
"1807","72621","15064","4","179","716","BR-PB","143"
"1808","14836","15372","2","1100","2200","BR-MS","440"
"1809","32890","15507","5","480","2400","BR-RJ","480"
"1810","29893","17673","4","420","1680","BR-SP","336"
"1811","3820","18024","5","139","695","BR-RO","139"
"1812","12609","18435","4","320","1280","BR-MS","256"
"1813","73038","19331","2","90","180","BR-PE","36"
"1814","42913","19368","4","2590","10360","BR-AC","2072"
"1815","14074","19408","4","450","1800","BR-SE","360"
"1816","86544","20201","4","50","200","BR-RO","40"
"1817","56380","20301","4","179","716","BR-ES","143"
"1818","97039","21273","2","320","640","BR-MT","128"
"1819","7940","22779","1","1200","1200","BR-TO","240"
"1820","13716","22959","5","450","2250","BR-RJ","450"
"1821","5995","23450","1","398","398","BR-PA","80"
"1822","57708","24464","5","990","4950","BR-PI","990"
"1823","86302","24581","6","139","834","BR-PE","167"
"1824","4553","25750","4","110","440","BR-MG","88"
"1825","3829","26180","6","2630","15780","BR-AP","3156"
"1826","74506","26490","5","420","2100","BR-AC","420"
"1827","13705","26799","5","180","900","BR-MA","180"
"1828","60010","28339","2","90","180","BR-AL","36"
"1829","41189","28345","1","160","160","BR-RN","32"
"1830","48872","28468","2","120","240","BR-PI","48"
"1831","100939","28781","5","310","1550","BR-RS","310"
"1832","50771","29650","4","340","1360","BR-RN","272"
"1833","64127","29714","6","590","3540","BR-SC","708"
"1834","58472","30073","2","150","300","BR-RJ","60"
"1835","53458","30840","2","450","900","BR-SP","180"
"1836","4553","30844","1","110","110","BR-DF","22"
"1837","48483","32073","2","400","800","BR-AP","160"
"1838","53941","32302","5","280","1400","BR-AP","280"
"1839","83792","32687","2","390","780","BR-SC","156"
"1840","4307","35570","4","6175","24700","BR-PB","4940"
"1841","33349","35603","4","270","1080","BR-ES","216"
"1842","15470","35825","2","590","1180","BR-SP","236"
"1843","97039","35870","5","320","1600","BR-TO","320"
"1844","5995","36116","3","398","1194","BR-RR","239"
"1845","43888","36327","4","190","760","BR-RO","152"
"1846","100460","36889","3","890","2670","BR-AM","534"
"1847","72667","37496","1","139","139","BR-AC","28"
"1848","56350","38297","5","245","1225","BR-PI","245"
"1849","56571","38821","2","420","840","BR-SP","168"
"1850","8691","40519","6","180","1080","BR-AL","216"
"1851","7193","40861","3","320","960","BR-BA","192"
"1852","67445","40964","1","320","320","BR-RN","64"
"1853","18128","41050","5","795","3975","BR-SC","795"
"1854","14074","41189","5","450","2250","BR-PE","450"
"1855","54794","41301","2","350","700","BR-PA","140"
"1856","31651","41519","6","180","1080","BR-PI","216"
"1857","71946","42626","4","290","1160","BR-PE","232"
"1858","98640","42944","6","990","5940","BR-SC","1188"
"1859","29301","43184","6","180","1080","BR-SP","216"
"1860","17329","43703","2","590","1180","BR-RS","236"
"1861","44424","44643","4","360","1440","BR-PB","288"
"1862","91498","45100","1","130","130","BR-DF","26"
"1863","67445","45657","2","320","640","BR-RJ","128"
"1864","61356","46601","4","390","1560","BR-PR","312"
"1865","23575","47388","2","210","420","BR-TO","84"
"1866","85154","47597","6","420","2520","BR-RN","504"
"1867","100460","47776","3","890","2670","BR-RN","534"
"1868","6381","47800","6","586","3516","BR-DF","703"
"1869","32126","48399","5","210","1050","BR-AM","210"
"1870","17258","48935","6","420","2520","BR-RS","504"
"1871","8691","49431","1","180","180","BR-AL","36"
"1872","51314","50255","1","410","410","BR-PE","82"
"1873","75557","50614","4","90","360","BR-MT","72"
"1874","77079","50623","6","100","600","BR-SC","120"
"1875","84743","51203","2","120","240","BR-AM","48"
"1876","6742","52562","4","850","3400","BR-MT","680"
"1877","85154","53246","4","420","1680","BR-AP","336"
"1878","61071","54045","6","450","2700","BR-RR","540"
"1879","19432","54412","6","190","1140","BR-AL","228"
"1880","4307","54793","4","6175","24700","BR-PA","4940"
"1881","88368","54811","1","250","250","BR-RJ","50"
"1882","88368","55615","3","250","750","BR-PA","150"
"1883","17395","55835","3","1400","4200","BR-DF","840"
"1884","51314","56194","4","410","1640","BR-SE","328"
"1885","87711","57047","5","140","700","BR-RR","140"
"1886","57815","57562","6","100","600","BR-RO","120"
"1887","64127","58061","3","590","1770","BR-PR","354"
"1888","87156","58445","3","160","480","BR-AL","96"
"1889","71946","58664","2","290","580","BR-RJ","116"
"1890","41189","59390","6","160","960","BR-PE","192"
"1891","100961","59643","1","480","480","BR-RS","96"
"1892","10795","62024","5","300","1500","BR-RN","300"
"1893","14420","62699","3","690","2070","BR-SE","414"
"1894","27659","62957","3","140","420","BR-PB","84"
"1895","100939","64119","2","310","620","BR-MA","124"
"1896","9397","64738","2","345","690","BR-AC","138"
"1897","86243","65036","1","350","350","BR-RN","70"
"1898","58472","65081","6","150","900","BR-BA","180"
"1899","49026","65547","5","240","1200","BR-RR","240"
"1900","100939","66248","3","310","930","BR-PR","186"
"1901","86544","66983","6","50","300","BR-PI","60"
"1902","4853","67090","4","100","400","BR-MG","80"
"1903","66539","67118","5","399","1995","BR-BA","399"
"1904","8707","67179","6","150","900","BR-RO","180"
"1905","70673","67587","6","210","1260","BR-AP","252"
"1906","100932","67797","1","3900","3900","BR-ES","780"
"1907","7940","68117","5","1200","6000","BR-AP","1200"
"1908","7871","69897","5","420","2100","BR-AP","420"
"1909","37384","70901","6","700","4200","BR-RN","840"
"1910","41518","71102","3","260","780","BR-SP","156"
"1911","70240","71378","1","290","290","BR-MA","58"
"1912","24159","71906","2","270","540","BR-AC","108"
"1913","53731","72742","6","430","2580","BR-AL","516"
"1914","3865","74051","1","6500","6500","BR-AM","1300"
"1915","50771","75258","1","340","340","BR-CE","68"
"1916","60010","75867","4","90","360","BR-RJ","72"
"1917","65473","75923","3","210","630","BR-PR","126"
"1918","49026","76476","3","240","720","BR-RR","144"
"1919","43699","76763","4","169","676","BR-GO","135"
"1920","80644","76773","3","990","2970","BR-PI","594"
"1921","53458","76805","3","450","1350","BR-RS","270"
"1922","73692","80909","4","90","360","BR-RS","72"
"1923","98640","81260","6","990","5940","BR-RR","1188"
"1924","3829","81455","2","2630","5260","BR-GO","1052"
"1925","86544","83208","5","50","250","BR-PR","50"
"1926","11218","83412","1","250","250","BR-ES","50"
"1927","73038","83653","3","90","270","BR-TO","54"
"1928","62594","84005","3","300","900","BR-MG","180"
"1929","5412","85192","2","788","1576","BR-RS","315"
"1930","66539","85770","4","399","1596","BR-CE","319"
"1931","70813","86161","4","120","480","BR-MG","96"
"1932","3829","87330","4","2630","10520","BR-PB","2104"
"1933","53731","87386","5","430","2150","BR-AC","430"
"1934","53941","87479","5","280","1400","BR-RO","280"
"1935","29893","88228","6","420","2520","BR-GO","504"
"1936","6769","88365","5","220","1100","BR-RJ","220"
"1937","71946","88962","1","290","290","BR-PR","58"
"1938","100484","90589","2","320","640","BR-RS","128"
"1939","16634","91189","5","480","2400","BR-SP","480"
"1940","27336","91475","5","250","1250","BR-RO","250"
"1941","7729","91916","5","360","1800","BR-MG","360"
"1942","66539","93014","1","399","399","BR-AM","80"
"1943","13716","93526","1","450","450","BR-TO","90"
"1944","32986","93624","6","315","1890","BR-RS","378"
"1945","32986","94307","4","315","1260","BR-AM","252"
"1946","79079","95035","3","320","960","BR-PE","192"
"1947","44207","97269","2","290","580","BR-AP","116"
"1948","29012","97937","6","525","3150","BR-RJ","630"
"1949","6262","98641","2","644","1288","BR-RS","258"
"1950","57696","98673","5","410","2050","BR-SE","410"
"1951","100481","99534","5","410","2050","BR-AP","410"
"1952","54794","100090","1","350","350","BR-SE","70"
"1953","62594","100806","4","300","1200","BR-RR","240"
"1954","87711","101047","3","140","420","BR-PE","84"
"1955","13472","101562","4","450","1800","BR-MS","360"
"1956","2706","101769","4","590","2360","BR-RN","472"
"1957","11736","101943","2","740","1480","BR-PE","296"
"1958","3829","102023","1","2630","2630","BR-AL","526"
"1959","13705","102128","2","180","360","BR-MS","72"
"1960","84743","102521","4","120","480","BR-SP","96"
"1961","31651","103513","1","180","180","BR-PA","36"
"1962","21516","104761","3","320","960","BR-RJ","192"
"1963","51238","106874","3","410","1230","BR-SP","246"
"1964","12609","108338","5","320","1600","BR-AP","320"
"1965","10795","109694","5","300","1500","BR-CE","300"
"1966","18751","111570","5","990","4950","BR-ES","990"
"1967","21429","111664","2","390","780","BR-RR","156"
"1968","39814","111709","4","390","1560","BR-RR","312"
"1969","13814","112837","6","550","3300","BR-MT","660"
"1970","5412","113069","5","788","3940","BR-RO","788"
"1971","45979","113079","1","280","280","BR-DF","56"
"1972","6699","113932","3","320","960","BR-PR","192"
"1973","82257","114478","5","1600","8000","BR-AL","1600"
"1974","73692","114762","1","90","90","BR-PI","18"
"1975","33349","115049","3","270","810","BR-SE","162"
"1976","41262","115052","4","390","1560","BR-GO","312"
"1977","100481","115069","6","410","2460","BR-RJ","492"
"1978","70673","115955","4","210","840","BR-RO","168"
"1979","53731","116271","4","430","1720","BR-GO","344"
"1980","49026","116503","5","240","1200","BR-ES","240"
"1981","83795","119084","6","310","1860","BR-SP","372"
"1982","72621","119958","2","179","358","BR-PI","72"
"1983","21429","120044","1","390","390","BR-AM","78"
"1984","89100","120562","2","4200","8400","BR-AC","1680"
"1985","86544","122831","2","50","100","BR-AL","20"
"1986","17329","123025","4","590","2360","BR-RJ","472"
"1987","95805","123347","5","100","500","BR-AL","100"
"1988","5567","124320","2","210","420","BR-AP","84"
"1989","10086","126338","2","750","1500","BR-MS","300"
"1990","11736","128240","4","740","2960","BR-AM","592"
"1991","95805","129924","1","100","100","BR-GO","20"
"1992","40508","131293","5","245","1225","BR-TO","245"
"1993","14074","131463","4","450","1800","BR-SC","360"
"1994","72621","131639","4","179","716","BR-AC","143"
"1995","72667","131867","2","139","278","BR-RS","56"
"1996","71946","133657","2","290","580","BR-MT","116"
"1997","82990","133692","1","450","450","BR-PE","90"
"1998","56571","134476","3","420","1260","BR-CE","252"
"1999","33348","136220","6","160","960","BR-PR","192"
"2000","43054","136283","1","320","320","BR-SP","64"
"2001","79079","136815","4","320","1280","BR-TO","256"
"2002","40082","138362","1","315","315","BR-AC","63"
"2003","28699","138402","4","420","1680","BR-PI","336"
"2004","3820","139202","3","139","417","BR-AM","83"
"2005","67445","139327","1","320","320","BR-AM","64"
"2006","17258","139760","5","420","2100","BR-CE","420"
"2007","66539","139993","2","399","798","BR-RR","160"
"2008","64127","736","1","590","590","BR-SP","118"
"2009","57815","1813","4","100","400","BR-PE","80"
"2010","41189","2217","2","160","320","BR-MA","64"
"2011","21516","3322","4","320","1280","BR-RN","256"
"2012","61356","4188","4","390","1560","BR-AP","312"
"2013","89334","4919","4","350","1400","BR-AL","280"
"2014","30211","5138","5","380","1900","BR-SE","380"
"2015","54794","5490","2","350","700","BR-MS","140"
"2016","22568","7447","3","245","735","BR-RR","147"
"2017","71770","8993","1","530","530","BR-RN","106"
"2018","55051","9652","2","760","1520","BR-RJ","304"
"2019","31835","9673","3","399","1197","BR-MA","239"
"2020","12751","9684","3","400","1200","BR-PR","240"
"2021","84692","9917","4","499","1996","BR-AP","399"
"2022","24159","9972","4","270","1080","BR-PI","216"
"2023","6769","10430","4","220","880","BR-AM","176"
"2024","54794","10942","2","350","700","BR-AC","140"
"2025","48483","11881","3","400","1200","BR-PA","240"
"2026","12609","12820","6","320","1920","BR-AL","384"
"2027","45979","13533","6","280","1680","BR-CE","336"
"2028","83792","14152","2","390","780","BR-RN","156"
"2029","56571","15127","1","420","420","BR-SE","84"
"2030","14836","15196","6","1100","6600","BR-ES","1320"
"2031","93262","15534","3","450","1350","BR-DF","270"
"2032","21516","15948","4","320","1280","BR-AP","256"
"2033","84743","15965","3","120","360","BR-ES","72"
"2034","53138","16598","5","690","3450","BR-SE","690"
"2035","53458","16656","1","450","450","BR-PB","90"
"2036","83009","17414","5","280","1400","BR-MT","280"
"2037","29893","17975","4","420","1680","BR-BA","336"
"2038","72621","18172","6","179","1074","BR-PE","215"
"2039","7940","18695","3","1200","3600","BR-AM","720"
"2040","81822","19511","6","390","2340","BR-MG","468"
"2041","30263","20128","4","135","540","BR-GO","108"
"2042","56350","20604","1","245","245","BR-PE","49"
"2043","43699","21065","6","169","1014","BR-SP","203"
"2044","31835","21354","2","399","798","BR-PI","160"
"2045","83795","21811","3","310","930","BR-AM","186"
"2046","86544","22784","3","50","150","BR-MS","30"
"2047","100481","23043","3","410","1230","BR-MS","246"
"2048","58245","23869","1","120","120","BR-RS","24"
"2049","41262","24174","6","390","2340","BR-GO","468"
"2050","85154","24185","6","420","2520","BR-CE","504"
"2051","38723","24406","2","80","160","BR-CE","32"
"2052","29510","24593","2","360","720","BR-RS","144"
"2053","6742","25356","5","850","4250","BR-AP","850"
"2054","23575","25741","6","210","1260","BR-RJ","252"
"2055","44379","26270","4","165","660","BR-AM","132"
"2056","3820","27146","3","139","417","BR-GO","83"
"2057","6742","28360","1","850","850","BR-PI","170"
"2058","7871","28575","2","420","840","BR-GO","168"
"2059","17990","29659","4","3800","15200","BR-AL","3040"
"2060","17990","30547","2","3800","7600","BR-TO","1520"
"2061","87711","30780","1","140","140","BR-TO","28"
"2062","18790","31061","4","890","3560","BR-AC","712"
"2063","45695","31219","5","240","1200","BR-MS","240"
"2064","72667","31726","2","139","278","BR-SC","56"
"2065","58245","33763","4","120","480","BR-RJ","96"
"2066","31835","33789","5","399","1995","BR-PE","399"
"2067","14836","34273","6","1100","6600","BR-PA","1320"
"2068","8707","35203","2","150","300","BR-SE","60"
"2069","43888","38862","5","190","950","BR-MA","190"
"2070","19432","39196","2","190","380","BR-PI","76"
"2071","36195","40527","6","110","660","BR-CE","132"
"2072","45878","41007","3","210","630","BR-MS","126"
"2073","28699","41736","4","420","1680","BR-SE","336"
"2074","70673","41924","5","210","1050","BR-AP","210"
"2075","50330","42327","1","210","210","BR-RJ","42"
"2076","15470","43124","5","590","2950","BR-RR","590"
"2077","10795","43871","5","300","1500","BR-PE","300"
"2078","51314","44241","1","410","410","BR-RS","82"
"2079","29893","44310","3","420","1260","BR-MG","252"
"2080","12609","45129","3","320","960","BR-PE","192"
"2081","85154","46615","6","420","2520","BR-MA","504"
"2082","100932","47301","4","3900","15600","BR-PR","3120"
"2083","84692","47566","1","499","499","BR-GO","100"
"2084","12812","50167","3","320","960","BR-TO","192"
"2085","45695","51661","2","240","480","BR-AM","96"
"2086","7729","52558","6","360","2160","BR-SE","432"
"2087","23575","53461","4","210","840","BR-DF","168"
"2088","57708","53521","6","990","5940","BR-AL","1188"
"2089","32986","54563","1","315","315","BR-RS","63"
"2090","100983","55454","3","350","1050","BR-PA","210"
"2091","89100","57019","3","4200","12600","BR-PE","2520"
"2092","56380","57149","5","179","895","BR-AM","179"
"2093","31651","57346","6","180","1080","BR-CE","216"
"2094","41262","57938","4","390","1560","BR-MT","312"
"2095","9397","58074","1","345","345","BR-PI","69"
"2096","39814","58516","2","390","780","BR-PI","156"
"2097","7729","59016","1","360","360","BR-RJ","72"
"2098","22407","59309","4","200","800","BR-AP","160"
"2099","9397","60654","4","345","1380","BR-CE","276"
"2100","44207","60957","6","290","1740","BR-PE","348"
"2101","14420","61160","6","690","4140","BR-RN","828"
"2102","19432","61233","6","190","1140","BR-PB","228"
"2103","39814","61447","4","390","1560","BR-RJ","312"
"2104","68110","62305","5","790","3950","BR-AL","790"
"2105","19432","62327","2","190","380","BR-PB","76"
"2106","97039","63361","2","320","640","BR-RJ","128"
"2107","56571","64054","5","420","2100","BR-SC","420"
"2108","57696","66462","2","410","820","BR-RO","164"
"2109","15470","67220","1","590","590","BR-DF","118"
"2110","28699","67270","1","420","420","BR-RO","84"
"2111","42913","67897","3","2590","7770","BR-RR","1554"
"2112","31835","68785","5","399","1995","BR-PE","399"
"2113","75557","69755","6","90","540","BR-MA","108"
"2114","53458","70014","5","450","2250","BR-TO","450"
"2115","37794","70101","5","105","525","BR-BA","105"
"2116","91498","70355","4","130","520","BR-RJ","104"
"2117","6699","70629","3","320","960","BR-RO","192"
"2118","71190","70724","2","360","720","BR-AL","144"
"2119","35682","72165","3","250","750","BR-PR","150"
"2120","71770","72951","6","530","3180","BR-RN","636"
"2121","4553","74287","1","110","110","BR-SE","22"
"2122","13814","74371","4","550","2200","BR-RR","440"
"2123","23575","74905","6","210","1260","BR-SP","252"
"2124","3829","75288","6","2630","15780","BR-MA","3156"
"2125","82990","76047","6","450","2700","BR-MS","540"
"2126","58245","76594","5","120","600","BR-PE","120"
"2127","73692","77195","2","90","180","BR-MA","36"
"2128","6262","80758","2","644","1288","BR-PB","258"
"2129","7871","80856","5","420","2100","BR-RO","420"
"2130","6742","81193","4","850","3400","BR-RN","680"
"2131","7729","81229","5","360","1800","BR-PR","360"
"2132","22568","84247","1","245","245","BR-RO","49"
"2133","27336","84490","4","250","1000","BR-MG","200"
"2134","32126","85159","1","210","210","BR-DF","42"
"2135","40082","85195","2","315","630","BR-MS","126"
"2136","20029","85851","1","294","294","BR-SE","59"
"2137","11218","86898","4","250","1000","BR-SE","200"
"2138","41518","86919","6","260","1560","BR-RS","312"
"2139","18212","87009","2","120","240","BR-GO","48"
"2140","41518","87242","4","260","1040","BR-RO","208"
"2141","7729","88161","1","360","360","BR-PB","72"
"2142","80644","88595","4","990","3960","BR-AC","792"
"2143","31651","89316","5","180","900","BR-PA","180"
"2144","12895","89735","3","2600","7800","BR-PI","1560"
"2145","98640","92661","6","990","5940","BR-AL","1188"
"2146","70240","92733","6","290","1740","BR-MT","348"
"2147","100939","92836","4","310","1240","BR-MG","248"
"2148","25562","94371","2","320","640","BR-RJ","128"
"2149","5567","95569","3","210","630","BR-DF","126"
"2150","77558","95669","6","790","4740","BR-AC","948"
"2151","12895","96861","3","2600","7800","BR-RJ","1560"
"2152","55051","97499","2","760","1520","BR-CE","304"
"2153","36306","97976","3","390","1170","BR-AC","234"
"2154","7729","99801","3","360","1080","BR-CE","216"
"2155","83792","100345","3","390","1170","BR-MG","234"
"2156","100481","100984","3","410","1230","BR-SP","246"
"2157","6769","101954","6","220","1320","BR-MS","264"
"2158","79079","102366","2","320","640","BR-RO","128"
"2159","10795","102510","1","300","300","BR-BA","60"
"2160","53138","103060","2","690","1380","BR-MA","276"
"2161","79551","103545","4","290","1160","BR-RN","232"
"2162","6699","103810","4","320","1280","BR-MT","256"
"2163","29301","104187","5","180","900","BR-PA","180"
"2164","66255","104614","6","390","2340","BR-AM","468"
"2165","51314","106160","1","410","410","BR-SC","82"
"2166","73038","106791","2","90","180","BR-RR","36"
"2167","91248","107140","1","45","45","BR-SP","9"
"2168","83792","108065","5","390","1950","BR-PI","390"
"2169","47682","108223","4","430","1720","BR-BA","344"
"2170","27336","109116","3","250","750","BR-SC","150"
"2171","51314","109131","5","410","2050","BR-RS","410"
"2172","32986","110415","2","315","630","BR-TO","126"
"2173","73692","110808","5","90","450","BR-RS","90"
"2174","10086","110902","4","750","3000","BR-SP","600"
"2175","77558","111654","3","790","2370","BR-MT","474"
"2176","37794","112163","1","105","105","BR-RN","21"
"2177","37384","114517","6","700","4200","BR-RO","840"
"2178","40508","114733","2","245","490","BR-RS","98"
"2179","36306","115225","4","390","1560","BR-AL","312"
"2180","50478","115317","4","315","1260","BR-BA","252"
"2181","7193","115392","5","320","1600","BR-AP","320"
"2182","8456","115863","4","360","1440","BR-MT","288"
"2183","74864","116440","6","130","780","BR-CE","156"
"2184","47475","117179","3","490","1470","BR-PR","294"
"2185","55452","118048","3","350","1050","BR-MS","210"
"2186","56571","118781","1","420","420","BR-ES","84"
"2187","10086","119225","6","750","4500","BR-MA","900"
"2188","41518","119307","6","260","1560","BR-PE","312"
"2189","62594","119396","3","300","900","BR-AM","180"
"2190","47405","119796","4","310","1240","BR-PA","248"
"2191","66255","120210","4","390","1560","BR-RJ","312"
"2192","79551","120534","2","290","580","BR-MA","116"
"2193","7729","121014","4","360","1440","BR-GO","288"
"2194","61356","121142","2","390","780","BR-PB","156"
"2195","13716","121148","1","450","450","BR-AL","90"
"2196","86302","121494","5","139","695","BR-TO","139"
"2197","5292","122516","4","576","2304","BR-RN","461"
"2198","42913","122795","1","2590","2590","BR-BA","518"
"2199","100983","123355","6","350","2100","BR-RJ","420"
"2200","53731","123503","5","430","2150","BR-MS","430"
"2201","67445","124513","3","320","960","BR-MG","192"
"2202","91498","124733","5","130","650","BR-RN","130"
"2203","70673","124759","5","210","1050","BR-SP","210"
"2204","77079","125396","4","100","400","BR-AC","80"
"2205","44207","125995","6","290","1740","BR-SP","348"
"2206","5567","126047","3","210","630","BR-MT","126"
"2207","79551","127266","1","290","290","BR-GO","58"
"2208","83009","127298","2","280","560","BR-CE","112"
"2209","6381","127341","4","586","2344","BR-RR","469"
"2210","59784","127460","1","390","390","BR-MG","78"
"2211","7729","128665","5","360","1800","BR-SE","360"
"2212","4835","129075","6","560","3360","BR-RN","672"
"2213","12812","131351","2","320","640","BR-RR","128"
"2214","84176","132263","2","310","620","BR-PI","124"
"2215","44379","134398","4","165","660","BR-MG","132"
"2216","23575","134735","6","210","1260","BR-DF","252"
"2217","88368","134994","6","250","1500","BR-SE","300"
"2218","98640","135223","3","990","2970","BR-MG","594"
"2219","77079","135405","5","100","500","BR-MT","100"
"2220","5567","135884","6","210","1260","BR-RR","252"
"2221","21429","136123","3","390","1170","BR-DF","234"
"2222","75706","136273","5","100","500","BR-TO","100"
"2223","39368","136377","4","279","1116","BR-SE","223"
"2224","8456","136800","4","360","1440","BR-AC","288"
"2225","100939","137379","3","310","930","BR-MG","186"
"2226","70813","137940","1","120","120","BR-MG","24"
"2227","4553","143","1","110","110","BR-RS","22"
"2228","71946","359","2","290","580","BR-AM","116"
"2229","98640","1461","1","990","990","BR-SP","198"
"2230","15875","2116","5","490","2450","BR-GO","490"
"2231","10086","2263","5","750","3750","BR-RJ","750"
"2232","71190","3140","4","360","1440","BR-RJ","288"
"2233","89100","3561","4","4200","16800","BR-BA","3360"
"2234","11736","7442","5","740","3700","BR-PR","740"
"2235","22407","7494","6","200","1200","BR-ES","240"
"2236","54794","8122","2","350","700","BR-PA","140"
"2237","71946","8537","4","290","1160","BR-AC","232"
"2238","21429","8904","2","390","780","BR-SE","156"
"2239","32986","9376","1","315","315","BR-CE","63"
"2240","49026","11241","4","240","960","BR-SE","192"
"2241","68110","11360","1","790","790","BR-RS","158"
"2242","6381","11950","2","586","1172","BR-CE","234"
"2243","14420","12059","4","690","2760","BR-TO","552"
"2244","49497","12877","2","320","640","BR-RR","128"
"2245","62594","13079","2","300","600","BR-RJ","120"
"2246","8707","13305","4","150","600","BR-MS","120"
"2247","31651","14315","2","180","360","BR-GO","72"
"2248","40508","14396","6","245","1470","BR-RS","294"
"2249","91498","15815","3","130","390","BR-ES","78"
"2250","43699","16003","1","169","169","BR-PE","34"
"2251","36306","16478","2","390","780","BR-PR","156"
"2252","32126","17309","1","210","210","BR-CE","42"
"2253","100983","19363","4","350","1400","BR-PB","280"
"2254","40082","20124","5","315","1575","BR-PA","315"
"2255","100484","20250","2","320","640","BR-MA","128"
"2256","18790","20571","1","890","890","BR-DF","178"
"2257","41518","21675","5","260","1300","BR-BA","260"
"2258","30263","22523","3","135","405","BR-SE","81"
"2259","50478","22846","2","315","630","BR-MS","126"
"2260","29893","23157","5","420","2100","BR-CE","420"
"2261","39814","23333","3","390","1170","BR-GO","234"
"2262","7940","23664","4","1200","4800","BR-MG","960"
"2263","12609","23686","2","320","640","BR-MA","128"
"2264","22407","25383","4","200","800","BR-SC","160"
"2265","48872","25450","4","120","480","BR-TO","96"
"2266","73038","25498","5","90","450","BR-RR","90"
"2267","43699","26027","5","169","845","BR-MA","169"
"2268","83866","27672","1","990","990","BR-RR","198"
"2269","7940","28390","6","1200","7200","BR-PI","1440"
"2270","40508","28710","2","245","490","BR-MA","98"
"2271","18751","30174","5","990","4950","BR-PE","990"
"2272","53138","30238","4","690","2760","BR-RR","552"
"2273","6381","30616","5","586","2930","BR-GO","586"
"2274","30263","32813","4","135","540","BR-PA","108"
"2275","8691","32843","6","180","1080","BR-MS","216"
"2276","82990","33186","5","450","2250","BR-MS","450"
"2277","22407","33265","5","200","1000","BR-CE","200"
"2278","51238","33638","5","410","2050","BR-PB","410"
"2279","87711","34527","4","140","560","BR-PA","112"
"2280","79551","36418","4","290","1160","BR-PR","232"
"2281","87711","36440","6","140","840","BR-SE","168"
"2282","49026","37529","4","240","960","BR-RS","192"
"2283","100932","38640","6","3900","23400","BR-MT","4680"
"2284","100961","38758","3","480","1440","BR-MS","288"
"2285","33348","39326","5","160","800","BR-RS","160"
"2286","83795","39344","5","310","1550","BR-BA","310"
"2287","53731","39670","4","430","1720","BR-TO","344"
"2288","73692","39962","1","90","90","BR-AC","18"
"2289","100983","41031","3","350","1050","BR-PE","210"
"2290","4853","41482","1","100","100","BR-SC","20"
"2291","11218","43463","4","250","1000","BR-RJ","200"
"2292","16634","43481","5","480","2400","BR-RJ","480"
"2293","33976","43725","5","120","600","BR-RN","120"
"2294","10086","43981","1","750","750","BR-SE","150"
"2295","44207","44947","2","290","580","BR-MG","116"
"2296","41262","45025","6","390","2340","BR-RS","468"
"2297","6137","45211","3","100","300","BR-PA","60"
"2298","18212","45376","3","120","360","BR-CE","72"
"2299","37794","46205","5","105","525","BR-PB","105"
"2300","91498","46888","5","130","650","BR-DF","130"
"2301","4307","47020","4","6175","24700","BR-PE","4940"
"2302","12812","49397","6","320","1920","BR-PI","384"
"2303","27336","49465","2","250","500","BR-AM","100"
"2304","89334","49807","1","350","350","BR-PA","70"
"2305","53941","49979","5","280","1400","BR-SP","280"
"2306","32126","50005","5","210","1050","BR-DF","210"
"2307","41262","50021","3","390","1170","BR-RO","234"
"2308","31651","51094","1","180","180","BR-PI","36"
"2309","9981","52217","4","4000","16000","BR-RR","3200"
"2310","18128","52250","1","795","795","BR-RO","159"
"2311","97039","52409","2","320","640","BR-ES","128"
"2312","15875","52549","2","490","980","BR-SC","196"
"2313","17990","53166","2","3800","7600","BR-RJ","1520"
"2314","70673","54123","3","210","630","BR-MA","126"
"2315","61071","55862","5","450","2250","BR-AM","450"
"2316","74506","56100","2","420","840","BR-MA","168"
"2317","56350","56214","1","245","245","BR-ES","49"
"2318","6742","56659","6","850","5100","BR-MA","1020"
"2319","36195","57602","1","110","110","BR-SC","22"
"2320","14420","57966","5","690","3450","BR-MS","690"
"2321","75706","58160","5","100","500","BR-AM","100"
"2322","50478","58216","1","315","315","BR-MA","63"
"2323","75706","58731","2","100","200","BR-TO","40"
"2324","29012","59047","6","525","3150","BR-PA","630"
"2325","37384","62306","1","700","700","BR-BA","140"
"2326","100939","64461","5","310","1550","BR-PI","310"
